gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,ServiceBundleCount,ChargePerMonth
0,0,0,0,0.9214550572028734,1,0,0,0,2,2,0,0,2,2,1,3,-0.00038860991896550476,0.590022901208024,0,0.30898256355971704,0.033210552756545886
0,0,1,0,1.3286586944031769,1,2,1,2,2,0,2,2,0,1,1,0,1.1761636661986499,1.925218886101584,0,1.278968832849259,1.2404007328937205
1,0,1,0,-1.2774445836787656,1,0,1,0,0,0,2,2,0,0,1,2,0.6659919871476498,-0.9683675222123835,1,-0.176010571085054,0.6637513144414002
1,0,0,0,1.247217966963116,1,2,2,1,1,1,1,1,1,2,0,3,-1.3132082400502028,-0.3178433087159674,0,-0.661003705729825,-1.3254462947380592
0,1,1,0,1.5322605130033284,1,2,1,2,2,2,2,2,2,2,1,1,1.6032454952413433,2.5182128470107283,0,2.248955102138801,1.6346307607931547
0,0,1,1,0.14776814652229667,0,1,0,2,0,2,2,0,0,2,0,1,-0.801374763999037,-0.3231154445934053,0,-0.176010571085054,-0.7215188862653298
1,0,0,0,0.7992939660427822,1,0,1,0,2,2,2,2,2,1,1,0,1.3373579752147637,1.3884536881698006,1,1.278968832849259,1.3117811652153981
1,0,0,0,-0.4223169455581282,1,2,0,2,0,0,0,0,0,0,1,2,-0.3427187919531868,-0.5084122704113062,1,-0.176010571085054,-0.4478560915043533
1,0,0,0,-0.4223169455581282,1,0,1,0,2,2,2,0,2,0,1,0,1.003336778181373,-0.06041307570466931,0,0.7939756982044881,1.08114050906133
0,1,0,0,-1.1145631287986442,1,0,0,2,2,0,2,0,0,0,0,1,-0.1615829189350795,-0.8787853305878008,0,0.30898256355971704,-0.23827311170944693
0,0,1,0,0.5956921474426305,1,0,1,0,0,2,0,0,2,0,1,2,0.682609957149311,0.779091840980075,1,-0.176010571085054,0.7060752272021682
0,0,0,0,0.025607055362205634,1,2,1,0,0,0,0,0,2,0,1,2,0.6177998741428321,0.2109364783889018,1,-0.176010571085054,0.6230463316567965
1,0,0,0,-0.5851984004382496,0,1,0,0,2,2,0,0,0,0,1,1,-1.0390117350227925,-0.7410700825424252,1,-0.661003705729825,-1.0411399990325971
0,0,0,0,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,0,1,-1.4943441130683104,-0.9970444119222968,0,-1.145996840374596,-1.4894469117725213
1,0,0,0,0.9621754209229036,1,0,0,0,2,2,2,2,2,2,1,1,0.5662841671376824,0.9947420515986224,0,1.278968832849259,0.5369551496642148
0,0,0,0,-1.2367242199587352,1,0,2,1,1,1,1,1,1,0,1,3,-1.4876969250676457,-0.9877354523395403,0,-1.145996840374596,-1.467914929510382
1,0,0,0,0.10704778280226633,1,2,0,2,0,2,0,0,0,0,1,2,-0.17155370093607614,-0.08154573750628233,0,0.30898256355971704,-0.16260357404535788
0,0,1,0,1.2879383306831464,1,2,2,1,1,1,1,1,1,2,0,1,-1.3215172250510334,-0.3065931442913091,0,-0.661003705729825,-1.3250585087327276
0,0,0,0,-0.7073594915983407,1,2,1,2,0,2,0,0,0,0,1,1,0.6510358141461546,-0.4310729047782632,0,0.30898256355971704,0.7314390330398174
1,0,0,0,-0.3408762181180675,1,0,1,0,0,0,0,2,2,0,1,2,0.8504514541660894,-0.018191870393304842,1,-0.176010571085054,0.944357211485817
1,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,2,0,0,3,-0.30615925794953225,-0.9812721225818445,0,-0.661003705729825,-0.3051878873548645
0,0,1,1,1.5322605130033284,1,0,0,2,0,0,2,2,2,2,0,1,0.35191235411625243,1.3932625819826936,0,0.7939756982044881,0.4279642779114914
1,0,1,0,-1.2774445836787656,1,0,1,0,0,0,0,2,2,0,1,2,0.8637458301674186,-0.96574248384663,1,-0.176010571085054,0.8608517674563669
0,0,0,1,-1.1552834925186746,1,2,1,0,2,0,0,2,0,0,0,3,0.8255244991635975,-0.8444612995196277,1,0.30898256355971704,0.8827978263004702
0,0,0,0,0.26992923768238775,1,0,0,0,0,0,2,0,2,1,0,2,-0.18152448293707302,-0.03114058905462716,0,-0.176010571085054,-0.26891902571410126
0,0,0,0,-0.13727439951791576,1,2,0,2,0,0,0,0,2,0,1,2,0.04447990908551963,-0.16217191588299992,0,0.30898256355971704,0.03886691674891975
0,0,1,1,-0.748079855318371,1,0,2,1,1,1,1,1,1,2,0,3,-1.5275800530716328,-0.8930355388590346,0,-1.145996840374596,-1.540674100341237
0,0,0,0,1.1657772395230555,1,2,0,2,0,2,2,2,2,2,0,1,0.720831288153132,1.2774741249924364,0,1.7639619674940301,0.6651089425789882
1,0,0,1,-0.7888002190384014,1,0,0,2,0,0,0,0,0,0,1,1,-0.4208232509609946,-0.7099005093423426,0,-0.661003705729825,-0.43641831179275437
0,0,0,0,1.369379058123207,0,1,0,2,2,2,2,0,0,2,1,3,-0.5770321689766102,0.39596859445563426,0,0.30898256355971704,-0.550647466033167
1,0,0,0,-1.2367242199587352,0,1,0,0,0,2,0,2,2,0,1,2,-0.5155456799704636,-0.9659189570140757,1,-0.176010571085054,-0.6488714503851636
0,0,1,0,1.0843365120829946,1,2,1,2,2,2,0,2,2,1,1,1,1.475287126228552,1.8873874508304291,0,1.7639619674940301,1.5365686032447512
1,0,1,1,1.2064976032430856,1,2,1,2,2,0,0,2,0,1,1,1,1.003336778181373,1.5494854534639286,0,0.7939756982044881,0.9491970098147968
1,1,1,0,0.025607055362205634,1,0,1,2,2,0,2,0,2,1,1,2,0.9568064621767214,0.3422545741143737,0,0.7939756982044881,0.921833954982006
1,0,0,1,1.369379058123207,1,0,0,0,2,2,2,2,2,2,1,1,0.4898415051300408,1.2866507296996086,0,1.278968832849259,0.462635573358902
0,0,0,0,1.6137012404433893,1,2,1,2,2,2,2,2,2,2,0,1,1.6713791722481544,2.7023625972402323,0,2.248955102138801,1.7216709728508643
1,0,0,1,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,0,3,-1.4960059100684764,-0.9970664710682275,1,-1.145996840374596,-1.491103218100378
0,0,0,0,-0.5444780367182193,1,2,1,2,2,0,0,0,2,0,1,2,1.0099839661820376,-0.21639329658066667,1,0.7939756982044881,0.9741779898886785
0,0,1,1,0.758573602322752,1,2,1,2,0,0,2,2,0,1,1,3,1.0099839661820376,1.2001568185053242,0,0.7939756982044881,1.1023477253768306
1,0,0,0,1.247217966963116,1,2,1,0,2,0,2,2,2,0,0,2,1.3506523512160928,1.955969335528983,0,1.278968832849259,1.3845337634020947
1,0,0,0,-0.21871512695797646,1,0,2,1,1,1,1,1,1,1,0,0,-1.4843733310673135,-0.7575703236985907,0,-1.145996840374596,-1.4550938916391938
1,0,0,0,-0.4223169455581282,1,2,1,2,0,0,0,2,2,0,1,0,1.2160467942026365,0.01648510700975942,1,0.7939756982044881,1.3435897753753758
0,1,0,0,-1.1552834925186746,1,0,2,1,1,1,1,1,1,0,0,3,-1.4860351280674797,-0.9654336558036003,0,-1.145996840374596,-1.3879981491912885
1,0,1,1,0.3920903288424788,1,0,2,1,1,1,1,1,1,2,0,3,-1.46443176706532,-0.6401053716176,0,-1.145996840374596,-1.491615884344715
0,0,0,0,-0.13727439951791576,1,0,2,1,1,1,1,1,1,1,0,3,-1.4760643460664828,-0.7334155589044715,0,-1.145996840374596,-1.4401575200159533
0,0,0,0,-1.1552834925186746,1,0,1,0,0,0,0,0,0,0,1,1,0.17576187209864347,-0.8880281127327652,1,-1.145996840374596,0.06499657692114422
1,0,0,0,-0.0965540357978854,1,0,2,1,1,1,1,1,1,1,0,3,-1.4976677070686424,-0.7300184504311433,0,-1.145996840374596,-1.4551613707858844
1,0,1,0,-1.1552834925186746,1,2,1,0,0,0,0,0,0,0,1,2,0.32864719611392706,-0.8728073020405804,1,-0.661003705729825,0.35070941847645304
1,0,1,1,1.5729808767233588,1,0,0,2,2,2,2,2,2,2,0,0,0.6875953481498096,1.6545090472400028,0,1.7639619674940301,0.667997057422667
1,0,1,0,0.5549717837226001,0,1,0,2,0,2,2,0,0,2,0,1,-0.8096837489998675,-0.19281206958074568,0,-0.176010571085054,-0.8183547957160818
1,0,0,0,-1.1552834925186746,1,2,0,0,0,0,0,0,0,0,0,3,-0.4773243489666429,-0.9146314427251924,1,-0.661003705729825,-0.43437978092769974
0,0,0,0,-1.0331224013585834,1,2,1,2,0,0,0,0,0,0,1,3,0.4948268961305394,-0.7389965228249392,1,-0.176010571085054,0.7162798865534322
1,0,0,0,1.4915401492832983,1,2,1,0,2,0,2,2,2,1,1,0,1.3440051632154282,2.2528192623184466,0,1.278968832849259,1.400615594821431
0,0,1,0,1.6137012404433893,1,2,1,2,2,2,0,2,0,2,0,0,1.1927816362003112,2.229877750550516,0,1.278968832849259,1.2289428445680013
1,1,0,0,-0.5444780367182193,1,2,1,0,0,2,0,0,0,0,1,2,0.5014740841312035,-0.3564688732406274,1,-0.176010571085054,0.42062298031546413
1,0,0,0,-0.1779947632379461,1,0,1,0,0,2,2,0,2,0,0,2,0.8720548151682491,0.15283268800743155,0,0.30898256355971704,0.9615906844685183
1,0,1,0,-1.1145631287986442,1,2,1,0,2,0,0,0,0,0,1,2,0.464914550127549,-0.8239683529500051,1,-0.176010571085054,0.5849111332354137
0,1,1,0,1.6137012404433893,1,2,1,2,2,2,2,2,2,2,1,1,1.7278802702538025,2.6459132428035645,0,2.248955102138801,1.6628030854482845
1,1,1,1,-0.9924020376385531,1,0,1,0,0,0,0,2,0,0,1,1,0.5214156481331973,-0.7483716598454877,1,-0.661003705729825,0.2705855998663777
0,0,0,0,-1.0331224013585834,1,0,0,2,0,0,0,0,2,1,1,2,-0.18817167093773737,-0.8428730410126172,0,-0.176010571085054,-0.39794104171484873
0,0,0,0,-0.4223169455581282,1,0,0,2,0,0,0,0,0,0,1,2,-0.4972659129686364,-0.5429568929387862,0,-0.661003705729825,-0.5657549873872556
1,0,0,0,1.6137012404433893,1,0,2,1,1,1,1,1,1,2,0,0,-1.5109620830699715,-0.38159424045569756,0,-1.145996840374596,-1.494415830756092
1,0,1,1,-0.9924020376385531,1,0,2,1,1,1,1,1,1,0,0,1,-1.4993295040688086,-0.93088903327612,0,-1.145996840374596,-1.4424492197195828
1,0,1,0,0.7992939660427822,1,2,0,2,2,2,2,0,2,1,1,1,0.5529897911363537,0.9153291262480935,0,1.7639619674940301,0.6286185090639749
0,0,0,0,1.4508197855632678,0,1,0,2,0,2,2,0,0,2,0,3,-0.8595376590048512,0.19388475858446874,0,-0.176010571085054,-0.8206888744543152
0,0,1,0,1.5729808767233588,1,2,0,2,2,2,2,2,2,2,0,0,0.7706851981581158,1.8025038572890861,0,2.248955102138801,0.8245063412760715
1,0,0,0,-1.2367242199587352,1,0,2,1,1,1,1,1,1,0,0,3,-1.4926823160681442,-0.9830147951103702,0,-1.145996840374596,-1.2906901524296979
0,1,0,0,0.06632741908223598,1,2,1,0,2,0,2,2,0,0,1,2,1.0498670941860242,0.4017039723976169,0,0.7939756982044881,0.9629094661875471
0,0,0,0,0.10704778280226633,0,1,0,0,0,0,0,0,0,0,0,2,-1.3497677740538576,-0.6473187123369397,0,-1.630989975019367,-1.376344851098867
0,0,1,1,1.1657772395230555,1,0,2,1,1,1,1,1,1,1,0,1,-1.517609271070636,-0.501154811400105,0,-1.145996840374596,-1.5242021920947637
1,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,0,0,2,-0.6900343649879066,-0.9863677852918369,0,-1.145996840374596,-0.6877946490897997
0,0,0,0,-1.2774445836787656,1,2,0,0,0,0,0,0,0,0,1,3,-0.48729513096763954,-0.9836765694882912,1,-0.661003705729825,-0.4857252770912624
0,0,1,1,0.8400143297628127,1,0,0,0,0,2,0,0,2,1,0,1,-0.1383177609327537,0.44880024895966675,0,-0.176010571085054,-0.08464913724758368
0,0,1,0,1.6137012404433893,1,2,2,1,1,1,1,1,1,2,0,0,-1.2999138640488739,-0.1732676662861433,0,-0.661003705729825,-1.2771636507522002
1,0,1,0,-1.2367242199587352,1,0,1,0,0,2,0,0,0,0,0,2,0.3868100911197414,-0.9388082666652422,1,-0.661003705729825,0.3689287880828789
1,0,0,0,-1.1960038562387048,1,0,1,0,0,2,2,2,2,0,1,2,1.1279715531938321,-0.8762264696598393,1,0.7939756982044881,1.0971514702306124
0,1,0,0,-0.7888002190384014,1,2,1,2,0,0,0,2,2,0,1,2,1.1977670272008092,-0.4286684578718167,1,0.7939756982044881,1.1879085631185644
1,1,1,0,0.35136996512244845,0,1,0,0,2,2,0,2,2,0,1,2,-0.35933676195484804,-0.02838319581328935,0,0.30898256355971704,-0.3554022474896467
0,0,1,0,-0.3408762181180675,1,0,2,1,1,1,1,1,1,1,0,1,-1.4744025490663168,-0.7927767206039918,0,-1.145996840374596,-1.4789569716960944
0,0,1,1,-0.1779947632379461,1,0,1,0,0,0,0,2,2,1,1,0,0.8421424691652587,0.14083251262112928,1,-0.176010571085054,0.9294110186701562
1,0,0,0,-0.9924020376385531,0,1,0,2,0,0,0,0,0,0,0,3,-1.1769408860365806,-0.910285790976844,0,-1.145996840374596,-1.249075455942294
1,0,0,0,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,1,3,-1.4727407520661506,-0.9967576430251978,0,-1.145996840374596,-1.467914929510382
0,0,0,0,0.880734693482843,1,2,1,0,0,2,2,0,2,2,1,0,1.0083221691818711,1.2287454716315145,0,0.7939756982044881,0.9616717470798025
1,0,0,0,0.35136996512244845,1,2,2,1,1,1,1,1,1,0,1,0,-1.3132082400502028,-0.5661631144578853,0,-0.661003705729825,-1.340258149119463
0,0,1,0,-0.5444780367182193,1,0,0,0,0,0,0,0,0,0,0,3,-0.6601220189849164,-0.6353405960965682,0,-1.145996840374596,-0.6814309458301392
0,0,1,1,1.6137012404433893,1,2,0,2,2,2,2,2,2,2,0,0,0.9268941161737314,1.9647047573175414,0,2.248955102138801,0.9524087005795656
1,0,0,0,1.2064976032430856,0,1,0,2,2,2,2,0,0,2,1,0,-0.7000051469889033,0.1493694020963113,0,0.30898256355971704,-0.7464065214013795
0,1,1,1,0.9621754209229036,1,0,0,2,0,0,2,2,2,2,1,1,0.2605135191071156,0.7961656199304387,0,0.7939756982044881,0.2707039074612243
1,0,0,0,-0.7073594915983407,1,2,0,0,0,0,0,0,0,0,0,2,-0.43910301796282214,-0.6680543095118,1,-0.661003705729825,-0.45480755897126773
1,1,0,0,-0.9109613101984924,1,0,1,0,0,0,0,0,2,0,1,2,0.4815325201292102,-0.6556791286446759,1,-0.661003705729825,0.4833795553377876
1,0,1,1,-0.015113308357824713,1,0,2,1,1,1,1,1,1,2,0,3,-1.5225946620711341,-0.7349155808277592,0,-1.145996840374596,-1.5097884238615134
1,0,0,0,-0.46303730927815856,1,0,2,1,1,1,1,1,1,0,0,1,-1.4710789550659844,-0.8280492949471852,0,-1.145996840374596,-1.509874689816089
1,0,1,1,1.2064976032430856,1,0,2,1,1,1,1,1,1,1,0,0,-1.4893587220678117,-0.456595336620086,0,-1.145996840374596,-1.4802570831147348
0,0,0,0,-1.2367242199587352,0,1,0,0,0,0,0,0,0,0,0,2,-1.3381351950526947,-0.985308946287163,0,-1.630989975019367,-1.3768180814782545
1,0,0,1,-0.21871512695797646,1,0,2,1,1,1,1,1,1,2,0,3,-1.4677553610656522,-0.7490775525152703,0,-1.145996840374596,-1.4314761902975313
1,0,0,0,-1.1145631287986442,1,2,1,0,0,0,0,2,2,0,1,0,1.0000131841810405,-0.8016003789762729,1,0.30898256355971704,0.9208100565247854
0,0,0,0,-0.30015585439803716,0,1,0,2,2,2,0,2,2,1,0,2,-0.12336158793125872,-0.32626990246149573,0,0.7939756982044881,-0.10450981267172679
0,0,0,0,-1.2367242199587352,1,2,1,0,0,0,0,0,2,0,1,2,0.6959043331506402,-0.9308669741301893,1,-0.176010571085054,0.6670639270971142
1,0,0,0,0.6771328748826912,1,2,1,0,2,0,2,2,2,1,1,0,1.392197276220246,1.2742976079784152,0,1.278968832849259,1.3485156734153663
0,0,0,0,1.247217966963116,1,2,1,2,2,2,0,2,2,0,0,1,1.4453747802255617,1.9854844727842633,0,1.7639619674940301,1.4197105549365787
0,0,0,1,-1.1552834925186746,1,0,2,1,1,1,1,1,1,0,0,1,-1.4744025490663168,-0.9640880479018273,0,-1.145996840374596,-1.3627394776914712
0,0,1,0,-1.2774445836787656,1,0,0,0,0,0,0,2,0,0,1,3,-0.31446824295036285,-0.981382418311498,0,-0.661003705729825,-0.3134694189941488
1,0,0,0,-0.8702409464784621,1,0,2,1,1,1,1,1,1,0,0,3,-1.479387940066815,-0.9140137866391327,0,-1.145996840374596,-1.51895927906888
1,1,0,0,0.7992939660427822,1,2,1,0,0,0,0,0,0,0,1,0,0.2721460981082788,0.6838404488513017,0,-0.661003705729825,0.2943631512845536
0,1,1,0,1.125056875803025,1,2,1,0,2,0,0,0,2,0,0,2,0.8205391081630994,1.3301072471830926,0,0.30898256355971704,0.7778156102198097
1,0,0,0,1.2879383306831464,1,2,1,0,0,2,2,2,2,1,1,1,1.325725396213601,2.0338822389562243,0,1.278968832849259,1.4207868254174778
0,0,1,1,0.43281069256250915,1,0,0,2,0,2,0,2,2,2,0,0,0.3469269631157543,0.4299837974807775,0,0.7939756982044881,0.36172578149429163
0,0,1,0,1.1657772395230555,1,2,1,0,0,0,2,2,2,1,0,0,1.2093996062019723,1.8106878004293765,0,0.7939756982044881,1.3214406894143336
0,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,0,0,3,-0.6767399889865777,-0.9861913121243912,1,-1.145996840374596,-0.6745441984669449
1,1,0,0,-1.1145631287986442,1,0,1,0,0,0,0,2,2,0,1,2,0.8222009051632655,-0.7950267534889235,1,-0.176010571085054,1.019525913665054
1,0,0,0,1.369379058123207,1,2,0,2,2,2,2,0,0,2,0,0,0.13255515009432434,0.9564032559710617,0,1.278968832849259,0.0869300879900369
1,0,1,0,1.4100994218432374,1,0,1,2,2,2,2,2,2,2,1,2,1.5384354122348645,2.2241423726085334,0,1.7639619674940301,1.4743278545025749
0,0,1,0,0.3920903288424788,1,0,1,0,0,2,2,2,2,2,1,1,1.1379423351948288,0.8185115347582403,0,0.7939756982044881,1.1160018136762218
1,1,1,0,-1.2774445836787656,1,2,1,0,0,0,0,2,0,0,1,2,0.7075369121518029,-0.967816043564116,1,-0.176010571085054,0.7051589726378218
0,0,1,1,-0.055833672077855064,1,0,2,1,1,1,1,1,1,2,0,3,-1.4544609850643233,-0.6979665113938326,0,-1.145996840374596,-1.3997926531227207
1,0,0,0,-1.0331224013585834,1,0,2,1,1,1,1,1,1,0,1,3,-1.5076384890696393,-0.9313743344865955,0,-1.145996840374596,-1.347241182766525
1,0,0,0,-1.1552834925186746,0,1,0,0,0,0,0,2,2,0,1,2,-0.6717545979860794,-0.9288816509964261,1,-0.661003705729825,-0.701873252876583
1,0,1,1,0.06632741908223598,1,2,0,0,0,2,0,2,2,1,0,0,0.4133988431223993,0.20914968756851504,0,0.7939756982044881,0.5376771739562958
1,0,0,0,-1.1960038562387048,1,0,2,1,1,1,1,1,1,1,1,3,-1.505976692069473,-0.9752279165968321,0,-1.145996840374596,-1.3806827962432542
0,0,1,1,-0.5444780367182193,0,1,0,0,0,0,0,0,0,0,1,3,-1.3265026160515319,-0.8139535006974662,0,-1.630989975019367,-1.3872789635489295
1,0,1,1,-0.055833672077855064,0,1,0,2,0,0,2,0,0,0,0,0,-0.9758634490164798,-0.5304052389042165,1,-0.661003705729825,-0.993944173561407
0,0,0,0,-1.2774445836787656,1,2,1,0,0,0,0,2,2,0,0,3,1.0266019361836989,-0.9635806875454211,1,0.30898256355971704,1.0231697875863397
1,0,0,0,-1.1960038562387048,0,1,0,2,0,2,2,0,0,0,0,3,-0.7781096059967111,-0.9584629656894982,0,-0.176010571085054,-0.961085193186182
1,0,1,0,0.5549717837226001,1,0,2,1,1,1,1,1,1,0,0,2,-1.5009913010689746,-0.630244933386576,0,-1.145996840374596,-1.5323668496595948
0,0,0,0,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,0,3,-1.4561227820644893,-0.9965370515658908,1,-1.145996840374596,-1.4513518662318134
0,0,1,1,1.4915401492832983,1,2,1,2,0,2,0,0,0,1,0,0,0.6543594081464871,1.5745225840952761,0,0.30898256355971704,0.662503083585624
1,0,0,0,-1.1145631287986442,1,0,2,1,1,1,1,1,1,0,0,3,-1.479387940066815,-0.9573379492470323,0,-1.145996840374596,-1.4178944784091048
1,0,0,0,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,0,0,-1.4993295040688086,-0.9971105893600889,0,-1.145996840374596,-1.494415830756092
1,0,0,0,-0.2594354906780068,1,0,2,1,1,1,1,1,1,1,1,1,-1.4660935640654862,-0.7430554056761884,0,-1.145996840374596,-1.38662851126633
0,1,0,0,-0.9109613101984924,0,1,0,0,0,0,0,0,2,0,1,2,-0.9991286070188055,-0.8602777071519415,1,-1.145996840374596,-1.0528445637494521
1,0,0,0,-0.30015585439803716,1,0,1,0,0,2,2,2,2,2,0,0,1.1479131171958254,0.10313343222555882,0,0.7939756982044881,1.185156546450741
1,0,1,1,1.2879383306831464,1,0,1,2,2,0,0,0,0,0,0,2,0.5413572121351905,1.259848867393805,0,-0.176010571085054,0.51269100138358
1,0,1,1,-0.0965540357978854,1,2,0,2,2,2,2,0,0,0,0,2,0.09433381909050333,-0.12332575989903286,0,1.278968832849259,0.06328506038235893
1,0,0,0,-0.7888002190384014,1,0,1,0,0,0,0,0,0,0,1,2,0.179085466098976,-0.5947076492922142,0,-1.145996840374596,0.22890719928944075
0,0,1,0,1.2879383306831464,1,2,1,2,2,2,2,2,2,1,1,2,1.6697173752479884,2.257275209796448,0,2.248955102138801,1.6828714220144532
0,0,0,1,0.5549717837226001,1,2,1,0,0,2,2,0,0,0,1,0,0.6659919871476498,0.7407971636443754,0,0.30898256355971704,0.7055550458901355
0,0,0,0,-0.8295205827584317,1,0,2,1,1,1,1,1,1,1,0,3,-1.4976677070686424,-0.8906752102444494,0,-1.145996840374596,-1.4251270160407468
0,0,0,0,-0.7073594915983407,1,0,2,1,1,1,1,1,1,0,0,0,-1.4960059100684764,-0.8746161520068981,1,-1.145996840374596,-1.4887843892413786
1,0,1,1,-0.62591876415828,1,2,1,0,0,0,0,2,2,0,1,2,0.9235705221733989,-0.3373435937187084,1,0.30898256355971704,0.8069730969090232
0,0,1,1,-0.7888002190384014,1,0,0,2,0,2,0,0,2,0,1,3,-0.05356611392428149,-0.6454216257868993,0,0.30898256355971704,-0.06400420438309212
0,0,1,1,1.4100994218432374,1,2,0,2,2,0,2,2,0,2,0,1,0.3070438351117673,1.1420750872697842,0,1.278968832849259,0.26168913360163865
1,0,1,0,-0.3408762181180675,0,1,0,0,0,2,0,0,0,0,0,2,-1.1852498710374113,-0.7022459857043889,0,-1.145996840374596,-1.195728589632571
1,0,0,0,-1.0738427650786138,1,0,0,0,0,0,2,0,0,0,0,3,-0.4889569279678058,-0.8785647391284939,0,-0.661003705729825,-0.5533577854787509
1,1,1,0,0.8400143297628127,1,2,0,2,0,0,2,0,0,1,1,2,-0.15659752793458118,0.4190865793910105,1,0.30898256355971704,-0.12674431882537973
1,1,1,0,-0.6666391278783103,1,0,1,0,2,0,0,0,0,0,1,1,0.3170146171127639,-0.485956059853851,1,-0.661003705729825,0.2940844458928467
1,0,0,0,-0.9109613101984924,1,0,2,1,1,1,1,1,1,0,0,2,-1.4876969250676457,-0.9239845205998102,0,-1.145996840374596,-1.5311858312345143
0,0,0,0,-0.7888002190384014,1,0,1,0,2,0,0,0,0,1,1,3,0.32864719611392706,-0.5794868386000296,0,-0.661003705729825,0.3168188428449206
1,0,0,0,-0.9516816739185228,1,2,1,0,0,0,0,2,0,0,1,2,0.684271754149477,-0.671098471650237,1,-0.176010571085054,0.6468201830899747
0,0,0,0,-0.30015585439803716,1,0,0,2,2,2,2,2,0,1,0,3,0.3170146171127639,-0.18350310999798927,1,1.278968832849259,0.3242747694838575
1,1,0,0,-1.0331224013585834,0,1,0,0,2,0,2,0,2,0,1,2,-0.6767399889865777,-0.8885134139432407,0,-0.176010571085054,-0.8874978691913985
1,0,1,1,0.22920887396235737,1,2,0,2,0,2,2,2,2,2,1,0,0.6859335511496436,0.44880024895966675,0,1.7639619674940301,0.7287831313140958
0,0,1,0,0.43281069256250915,1,2,1,2,2,0,0,0,2,0,1,2,0.9750862291785486,0.8062907679126312,0,0.7939756982044881,1.0188171686317389
0,0,0,1,-1.1552834925186746,1,0,1,0,0,2,2,2,2,0,1,0,1.1080299891918384,-0.8309390430641072,1,0.7939756982044881,1.1366267710445348
0,0,0,0,-0.30015585439803716,1,2,1,0,2,2,2,2,2,2,0,2,1.4669781412277214,0.23352504382194128,0,1.7639619674940301,1.5767736146092175
1,0,0,1,-0.21871512695797646,1,0,0,2,2,0,0,0,0,1,0,3,-0.2845558969473725,-0.3142035496374015,0,-0.176010571085054,-0.22212719224678337
1,0,1,1,1.6137012404433893,1,2,2,1,1,1,1,1,1,2,0,3,-1.2849576910473786,-0.18895171904287275,0,-0.661003705729825,-1.2935196757397864
1,0,0,1,1.5729808767233588,1,2,1,2,2,0,0,0,0,1,1,1,0.6875953481498096,1.6540899234673196,0,0.30898256355971704,0.6675538205180296
0,0,0,0,-0.3408762181180675,1,2,1,0,0,2,0,2,0,0,1,1,0.8039211381614382,-0.09131793915358358,0,0.30898256355971704,0.7155798999505878
0,0,0,0,0.7178532386027215,1,2,1,2,2,0,2,2,2,2,1,2,1.4919050962302134,1.4432927249535266,1,1.7639619674940301,1.5324177311492104
1,0,0,0,1.002895784642934,1,0,0,2,0,2,0,2,2,2,1,0,0.31867641411292996,0.8989612399675124,0,0.7939756982044881,0.3637274050532932
0,0,0,0,-0.7073594915983407,1,0,0,0,2,0,0,0,0,0,0,2,-0.5288400559717926,-0.6807162592760232,0,-0.661003705729825,-0.518188881117257
1,0,0,0,-1.1552834925186746,1,2,1,2,0,0,0,0,0,0,1,2,0.5097830691320341,-0.8574761956187422,0,-0.176010571085054,0.6384926429415829
0,0,0,0,-0.1779947632379461,1,0,0,2,2,0,0,0,0,0,0,2,-0.28954128794787104,-0.33401266268317226,0,-0.176010571085054,-0.3439336246672303
0,1,0,0,-0.9516816739185228,1,2,1,0,0,0,0,0,0,0,1,2,0.32532360211359457,-0.7309669937061635,1,-0.661003705729825,0.1473518082229161
0,0,1,0,0.9214550572028734,1,2,1,2,0,0,0,2,0,0,1,0,0.8321716871642622,1.182310969447386,0,0.30898256355971704,0.8417891873557601
1,0,0,0,-1.1960038562387048,1,2,1,0,0,2,0,2,2,0,1,2,1.2027524182013078,-0.8602115297141493,1,0.7939756982044881,1.4979776015719735
1,0,0,0,-0.9109613101984924,1,0,1,0,0,2,0,2,2,0,1,2,1.001674981181207,-0.543045129522509,1,0.30898256355971704,1.3290895663415017
1,0,0,1,0.9214550572028734,1,0,2,1,1,1,1,1,1,1,0,0,-1.517609271070636,-0.5639351407188843,0,-1.145996840374596,-1.542147567658876
0,0,1,1,-0.5037576729981889,1,0,2,1,1,1,1,1,1,0,0,3,-1.4760643460664828,-0.8105122739322767,0,-1.145996840374596,-1.4122630368943914
0,0,1,1,1.2064976032430856,1,2,1,0,2,0,2,2,2,1,1,1,1.3722557122182522,1.951689861218427,0,1.278968832849259,1.4362846432956706
1,1,1,0,-0.015113308357824713,1,2,1,0,0,2,2,2,2,0,1,2,1.3340343812144315,0.4728667771700632,1,1.278968832849259,1.324151703101579
